,Age,Country,LanguageHaveWorkedWith,LearnCode
191,25-34 years old,Greece,C#;HTML/CSS;JavaScript;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp"
192,18-24 years old,United States of America,Clojure;Java;Rust,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
193,18-24 years old,United States of America,Assembly;C;C#;C++;Dart;HTML/CSS;Java;JavaScript;TypeScript,"Other online resources (e.g., videos, blogs, forum)"
194,55-64 years old,United States of America,Bash/Shell;C;C#;C++;Go;Java;JavaScript;Python;SQL;Swift;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
195,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell;C;C#;C++;Erlang;Go;Groovy;HTML/CSS;Java;JavaScript;Python,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)"
196,25-34 years old,India,Python;Rust;TypeScript,"School (i.e., University, College, etc);Colleague;Hackathons (virtual or in-person)"
197,18-24 years old,United States of America,Bash/Shell;C;Clojure;Dart;Erlang;HTML/CSS;Java;JavaScript;LISP;Lua;Python;Rust;SQL;Swift;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
198,25-34 years old,United States of America,Groovy;Java;Python;Rust,"Books / Physical media;School (i.e., University, College, etc);On the job training;Colleague"
199,35-44 years old,Hong Kong (S.A.R.),Bash/Shell;Haskell;HTML/CSS;Python;Rust;SQL,Books / Physical media
200,45-54 years old,United States of America,C#;HTML/CSS;JavaScript;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
201,25-34 years old,Portugal,JavaScript;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
202,25-34 years old,Netherlands,Bash/Shell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
203,25-34 years old,France,Bash/Shell;Python;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
204,25-34 years old,United States of America,Bash/Shell;C++;Java;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
205,25-34 years old,United States of America,C#;JavaScript;PowerShell,"Books / Physical media;School (i.e., University, College, etc)"
206,,United States of America,Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;Objective-C;Swift,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
207,25-34 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc);On the job training"
208,35-44 years old,Belarus,C;C++;PHP;Ruby,"Books / Physical media;School (i.e., University, College, etc)"
209,35-44 years old,United States of America,APL;C#;Java;JavaScript;Python;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);On the job training"
210,35-44 years old,United States of America,C#;HTML/CSS;JavaScript;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
211,18-24 years old,Russian Federation,Java,"School (i.e., University, College, etc)"
212,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague"
213,65 years or older,Austria,C;C++;Perl;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague"
214,18-24 years old,United States of America,C;JavaScript;Python;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)"
215,25-34 years old,Belgium,C#;HTML/CSS;JavaScript;SQL,"School (i.e., University, College, etc)"
216,18-24 years old,Slovenia,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp"
217,35-44 years old,United Kingdom of Great Britain and Northern Ireland,,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)"
218,35-44 years old,France,C#;Groovy;PowerShell;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
219,45-54 years old,United Kingdom of Great Britain and Northern Ireland,C;C#;C++;Erlang;Go;Java;JavaScript;Python;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc);On the job training"
220,,United States of America,Bash/Shell;JavaScript;SQL,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Colleague"
221,35-44 years old,Saudi Arabia,Erlang;Go;Java;JavaScript;Python;SQL,"School (i.e., University, College, etc)"
222,35-44 years old,United States of America,C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
223,18-24 years old,United States of America,JavaScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
224,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;C;C++;Groovy;HTML/CSS;Java;JavaScript;Python,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
225,35-44 years old,United States of America,C#;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
226,,United States of America,C#;PowerShell;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp;Colleague"
227,Under 18 years old,United States of America,Rust,"Other online resources (e.g., videos, blogs, forum)"
228,35-44 years old,United States of America,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,"Other online resources (e.g., videos, blogs, forum);Coding Bootcamp;Colleague"
229,25-34 years old,United States of America,Go,"School (i.e., University, College, etc);On the job training;Colleague"
230,,,,
231,18-24 years old,Germany,Bash/Shell;C;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
232,35-44 years old,United States of America,Python;Scala;SQL,"School (i.e., University, College, etc);On the job training"
233,25-34 years old,United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc)"
234,25-34 years old,Brazil,Bash/Shell;Go,"School (i.e., University, College, etc)"
235,45-54 years old,United Kingdom of Great Britain and Northern Ireland,C;HTML/CSS;Python;SQL,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification"
236,25-34 years old,Turkey,C#;Dart;JavaScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Colleague"
237,25-34 years old,Canada,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Scala;SQL,"School (i.e., University, College, etc);On the job training;Online Courses or Certification"
238,55-64 years old,Netherlands,Delphi,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
239,65 years or older,United States of America,Bash/Shell;Go;HTML/CSS;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Colleague"
240,25-34 years old,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;Python;Ruby;SQL;VBA,"Friend or family member;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
241,25-34 years old,France,HTML/CSS;JavaScript;PHP;Python;SQL,"School (i.e., University, College, etc);Online Courses or Certification"
242,25-34 years old,Canada,C#;HTML/CSS;Java;JavaScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
243,35-44 years old,Germany,Bash/Shell;C;Java;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
244,18-24 years old,Mexico,C#;HTML/CSS;JavaScript;SQL;VBA,"School (i.e., University, College, etc);On the job training;Online Courses or Certification"
245,25-34 years old,Spain,HTML/CSS;JavaScript;MATLAB;Python;R;Rust;SQL,"School (i.e., University, College, etc)"
246,25-34 years old,United States of America,Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
247,35-44 years old,United States of America,C#;C++;HTML/CSS;JavaScript;SQL;Swift;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
248,55-64 years old,United States of America,Bash/Shell;C;Java;JavaScript,Books / Physical media;On the job training;Online Courses or Certification;Colleague
249,45-54 years old,Austria,Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
250,18-24 years old,United States of America,C++;HTML/CSS;JavaScript;PHP;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
251,25-34 years old,France,C++;HTML/CSS;Python;Rust;SQL,"School (i.e., University, College, etc)"
252,Under 18 years old,United States of America,C#,Online Courses or Certification
253,35-44 years old,Netherlands,C#;HTML/CSS;Java;JavaScript;TypeScript,"Friend or family member;Other online resources (e.g., videos, blogs, forum);Other (please specify):"
254,18-24 years old,Canada,Bash/Shell;Go;Groovy;Java;Python;Ruby,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
255,35-44 years old,Sweden,Assembly;C;C++,"Books / Physical media;Friend or family member;School (i.e., University, College, etc)"
256,25-34 years old,Israel,Bash/Shell;Go;JavaScript;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp"
257,25-34 years old,Portugal,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
258,25-34 years old,Poland,C;Haskell;JavaScript;Python;Rust;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
259,25-34 years old,Israel,Clojure;Python;Ruby;Scala,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
260,25-34 years old,Sweden,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague"
261,18-24 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL;VBA,"Friend or family member;School (i.e., University, College, etc)"
262,18-24 years old,Canada,Assembly;Bash/Shell;Lua;Python;Rust,"Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification"
263,35-44 years old,Germany,C;C++;Python;Rust;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
264,35-44 years old,Israel,Bash/Shell;Java;Python;Scala;SQL,"School (i.e., University, College, etc);On the job training"
265,25-34 years old,United States of America,Bash/Shell;Groovy;Java;JavaScript;PHP;Python;Rust;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
266,25-34 years old,Czech Republic,C;C#;C++;Go;Python;Rust,"Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague"
267,25-34 years old,Poland,Bash/Shell;JavaScript;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
